|raw_number|content|negative|neutral|positive|compound
1039|#1040 (08/01/66)|I was in a courtroom. People were seated. A judge told another man and I that we had done something wrong. He told us to be seated in another room. We did not understand what we had done that was wrong. It was something about obtaining our seats dishonestly. |0.117|0.883|0.0|-0.7351
1040|#1041 (08/01/66)|There was a balcony about 4 stories above the lower floor. People up there were firing bullets at those below, and those below were firing back at them. A dark complected woman, about 25, came onto the balcony with a gun and began firing at those below. |0.219|0.781|0.0|-0.8689
1041|#1042 (08/01/66)|I had a car. I was going from the house to the car. My mother was in the house. I had to drive around two cars that were double-parked. Then I recalled that I had wanted to go swimming, so I went back for my trunks. I had difficulty finding them. |0.046|0.954|0.0|-0.34
1042|#1043 (08/02/66)|I was at home. Down the street there was a large building. Police were looking for a criminal. I went inside and commented about something to a detective. He said that I should let him look into it himself. |0.082|0.918|0.0|-0.5267
1043|#1044 (08/02/66)|I slept in a dormitory with men and women. In the morning I decided to get dressed. Later I went into the corridor of the building. A man whom I once knew named Rivers was there. His hair was read and it was in curlers. He was talking to someone. He had just been transferred to that ward. Later I went back to the dormitory. Men's and women's clothing had been thrown under the beds. I saw my pajamas rolled inside my mattress. Later I was talking to a man who resembled Andrew Reynolds, but he looked younger. We were lying on our bellies. I told him that I saw a man fondling some woman's underclothing. He said that that is sadistic. |0.037|0.963|0.0|-0.6808
1044|#1045 (08/06/66)|I picked out some coins from a pile of junk. Other people were there. later my sister came. |0.0|1.0|0.0|0.0
1045|#1046 (08/07/66)|I was kidnapped, and tied to something that had sharp points. Other prisoners were there. We had to obey strict commands. I felt as though I would be there until I died. Then my mother came through an open doorway. I told her to hurry and call a policeman. Later I was freed, and I told what had happened to a psychiatrist. He nodded when I had finished, but I was afraid that he did not believe me. |0.055|0.923|0.023|-0.3818
1046|#1047 (08/07/66)|I was with other people in an auditorium. Some man came in and said everyone would have to leave. On the way out I saw a small fountain about 8 feet in diameter shaped like a wheel. A woman was resting on top of it. It turned like a turntable. |0.022|0.852|0.126|0.6808
1047|#1048 (08/07/66)|I was getting ready to go to a job assignment in a hospital. I couldn't find my shoes. I was due at the assignment at 8 o'clock. It was 8:15. I tried to hurry. A man in an army uniform came in, and everyone stood at attention. |0.0|0.948|0.052|0.3612
1048|#1049 (08/08/66)|I took a voyage on water and then on land. |0.0|1.0|0.0|0.0
1049|#1050 (08/08/66)|I was trying to find information about something. I would be able to form my own opinion when I had the information. |0.0|1.0|0.0|0.0
1050|#1051 (08/09/66)|I was rewarded for doing something, and was told to move from my seat to a seat in a different room. The seat I had left had been in the center row near a picture window. |0.0|0.916|0.084|0.4939
1051|#1052 (08/10/66)|I lived in a house with my mother and sister. Outside across the street where the lamppost had been, there was a base with something swinging on it. It resembled a radar mechanism. It had three tops to it where the light on the lamppost had been. I thought maybe the lamppost was swinging, and I was frightened. I was afraid it would break away and hit the house. |0.04|0.915|0.045|0.1027
1052|#1053 (08/11/66)|A woman performed a demonstration inside a machine. Something went wrong and she did it over. I had to go outside for something. As I opened the door, a woman rubbed her groin against mine. After that I saw my sister and Andrew Reynolds, and I tried to tell them something. |0.058|0.916|0.026|-0.4019
1053|#1054 (08/14/66)|I was with a young girl about 10. Her skin was tan, and she looked like a native of India. I caressed her. Then she walked away, and I watched her from a distance. Later some nuns came. |0.0|0.937|0.063|0.3612
1054|#1055 (08/15/66)|A young boy about 10 was with me on a ledge about 4 feet long. It was inside a school yard that resembled the school yard of the grammar school that I attended as a child. He sat on my lap, and I had an emission. |0.0|1.0|0.0|0.0
1055|#1056 (08/15/66)|A flimsy wall made of paper and sticks was nearby. A priest went behind the wall. |0.0|1.0|0.0|0.0
1056|#1057 (08/15/66)|Children were acting in a play. People were there, but they were not watching the play. |0.14|0.767|0.093|-0.2153
1057|#1058 (08/15/66)|There was a lamppost nearby. I covered it. A man came to look at the lamppost, and I hid myself. |0.069|0.931|0.0|-0.1027
1058|#1059 (08/15/66)|A building was being rebuilt. I noticed that the windows were not lined up from the ground floor to the top floor. |0.0|0.921|0.079|0.2023
1059|#1060 (08/16/66)|I was piloting an airplane. I was having some kind of difficulty. |0.197|0.803|0.0|-0.4005
1060|#1061 (08/16/66)|I was a recruit in an army outfit. The officer in charge was talking to me, saying that I had been spoiled. I was given a short trousers cut off above the knees. He said that I need discipline. |0.052|0.948|0.0|-0.2732
1061|#1062 (08/16/66)|Some furniture was standing in a building. I was interviewed by a man. He said that little things are important. |0.0|0.925|0.075|0.1372
1062|#1063 (08/17/66)|I had some responsibility in a printing plant that printed job work. I had some sheets that were printed invoices. They had to be arranged a certain way. |0.0|0.928|0.072|0.2732
1063|#1064 (08/17/66)|There was a small room with bathroom fixtures. They did not work. The wall was being moved in order to make room for something. The room was all concrete and it was below the street level. Other men were upstairs. |0.0|1.0|0.0|0.0
1064|#1065 (08/17/66)|A man criticized something I was writing. He said there was too little on the paper. |0.143|0.857|0.0|-0.3612
1065|#1066 (08/20/66)|I was eating sodium. Another patient ate some and it kept him awake that night. |0.0|1.0|0.0|0.0
1066|#1067 (08/25/66)|I was waiting for a lady. I traded something for some writing equipment. I offered some relics for something else. A judge set a trial for me for the next day, and I would be released from the hospital to go there. |0.0|1.0|0.0|0.0
1067|#1068 (08/27/66)|I was on the street. I went into a building. I came to a room that seemed to be too high in proportion to the other floors. |0.0|1.0|0.0|0.0
1068|#1069 (08/28/66)|I was interrupted in something I was doing. later I was trespassing. Then there was something about being in love. |0.09|0.738|0.172|0.4588
1069|#1070 (08/31/66)|A powerful man seduced a woman. My sister was in a swimming pool.|0.153|0.675|0.172|0.0772
1070|#1071 (09/01/66)|My mother was arguing with a neighbor. I saw a man wearing eyeglasses. |0.2|0.8|0.0|-0.4588
1071|#1072 (09/02/66)|A boat race was taking place under the ground in a tunnel containing an underground river. |0.0|1.0|0.0|0.0
1072|#1073 (09/03/66)|Some women were showing their legs by lifting up their skirts. One of them walked up to me. |0.0|1.0|0.0|0.0
1073|#1074 (09/04/66)|I had expected to be released from the hospital, but I was disappointed. |0.257|0.743|0.0|-0.631
1074|#1075 (09/05/66)|A doctor resembling Dr. DelCora assigned me to a job in the OT Shop. I had to leave my book on the ward. |0.052|0.948|0.0|-0.0516
1075|#1076 (09/06/66)|Someone rode a bicycle over a wall. Later a church organ was repaired by using light rays that shown into the organ. |0.0|1.0|0.0|0.0
1076|#1077 (09/07/66)|A boy was seated on my lap. Later I had a watch repaired. |0.0|1.0|0.0|0.0
1077|#1078 (09/08/66)|A Jewish man prayed for me. I was at a dinner. Later a man won freedom from custody of the law, and obtained the right to write pornographic literature. |0.0|0.774|0.226|0.836
1078|#1079 (09/10/66)|People were discussing John Kennedy's death. Their voices sounded excited. Later there was a shower. |0.202|0.674|0.124|-0.3612
1079|#1080 (09/15/66)|Water was leaking through the roof of a building. I was packing my clothing, and I was going to catch a plane. As I went to catch the plane, I came to an escalator. |0.0|1.0|0.0|0.0
